Date,Daily change in cumulative total,Positive rate,Country,Units,Source URL,Source label,Notes
2021-03-29,66,0.056,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-04-04,68,0.071,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-04-13,92,0.078,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-04-15,281,0.117,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-04-18,177,0.166,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-04-24,253,0.195,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-04-26,176,0.226,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-04-29,330,0.225,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-04-30,349,0.218,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-05-03,200,0.232,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-05-06,303,0.239,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-05-10,289,0.248,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-05-11,248,0.266,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-05-14,463,0.275,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-05-16,306,0.306,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-05-18,374,0.344,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-05-24,420,0.363,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-05-31,519,0.4,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-06-05,740,0.42,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-06-14,604,0.423,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-06-16,544,0.437,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-06-17,715,0.432,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-06-18,626,0.429,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-06-21,599,0.433,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-06-28,562,0.415,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-06-29,226,0.413,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-06-30,434,0.404,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-07-01,573,0.398,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-07-05,489,0.393,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-07-12,242,0.389,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-07-20,139,0.367,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-07-21,527,0.347,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-07-26,265,0.33,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-07-29,390,0.309,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-07-30,439,0.28,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-08-02,135,0.261,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-08-09,252,0.258,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-08-13,473,0.245,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-08-16,225,0.248,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-08-20,507,0.254,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-08-23,281,0.285,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-08-25,651,0.301,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-08-26,652,0.311,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-08-27,585,0.323,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-08-28,650,0.346,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-08-29,471,0.368,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-08-31,276,0.384,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-09-02,726,0.385,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-09-03,712,0.408,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-09-04,423,0.427,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-09-05,916,0.437,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-09-06,616,0.462,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-09-09,1037,0.466,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-09-12,718,0.462,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-09-14,926,0.465,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-09-18,1510,0.451,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-09-23,1405,0.45,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-09-25,1175,0.441,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-09-27,371,0.433,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-09-28,1128,0.416,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-09-29,1140,0.419,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-09-30,1137,0.41,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-10-02,547,0.413,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-10-05,1122,0.4,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-10-06,904,0.4,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-10-11,66,0.401,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-10-18,285,0.412,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-10-25,304,0.405,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-10-26,646,0.402,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-10-27,833,0.369,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-10-30,403,0.354,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-11-03,664,0.31,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-11-04,544,0.288,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-11-07,258,0.266,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-11-08,168,0.252,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-11-11,568,0.221,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-11-17,568,0.194,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-11-22,126,0.183,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-11-25,400,0.167,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-12-06,115,0.159,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-12-09,399,0.147,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-12-10,308,0.128,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-12-18,301,0.113,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-12-20,111,0.107,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-12-22,365,0.1,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-12-23,274,0.091,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-12-26,97,0.092,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-12-28,573,0.104,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-12-29,516,0.131,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-12-30,893,0.181,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2021-12-31,738,0.214,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2022-01-14,1177,0.372,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2022-01-15,2235,0.416,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2022-01-17,875,0.43,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2022-01-20,2452,0.458,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2022-01-22,1685,0.465,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2022-01-23,946,0.485,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2022-01-24,702,0.496,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
2022-01-25,1461,0.464,Suriname,tests performed,https://covid-19.sr/,Directorate National Security,
