"location","date","A (Lineage)","A.23.1","A.27","A.28","AD (Lineage)","AE (Lineage)","AK (Lineage)","AL (Lineage)","AM (Lineage)","AP (Lineage)","AU (Lineage)","AW (Lineage)","AZ (Lineage)","Alpha (WHO VOC)","Alpha - Q.1 (WHO VOC)","Alpha - Q.2 (WHO VOC)","Alpha - Q.3 (WHO VOC)","Alpha - Q.4 (WHO VOC)","Alpha - Q.6 (WHO VOC)","Alpha - Q.7 (WHO VOC)","Alpha - Q.8 (WHO VOC)","B (Lineage)","B.1.1.277 - 20B/S:626S","B.1.1.28","B.1.1.318 (WHO AFM)","B.1.1.519 - 20B/S:732A","B.1.1.523 (WHO AFM)","B.1.160 - 20A/EU2","B.1.177 - 20E/EU1","B.1.214.2 (WHO AFM)","B.1.221 - 20A/S:98F","B.1.258 - 20A/S:439K","B.1.367 - 20C/S:80Y","B.1.466.2 (WHO AFM)","B.1.617.3 (CDC VBM)","B.1.619 (WHO AFM)","B.1.620 - 20A/S:126A","B.1.623 (PHE VUI)","B.1.630 (WHO AFM)","Beta (WHO VOC)","C (Lineage)","C.1.2 (WHO AFM)","C.16","C.36 (ECDC VUM)","C.36.3 (WHO AFM)","D (Lineage)","Delta (WHO VOC)","Delta - AY.1 (WHO VOC)","Delta - AY.2 (WHO VOC)","Delta - AY.3 (WHO VOC)","Delta - AY.4 (WHO VOC)","Delta - AY.5 (WHO VOC)","Delta - AY.6 (WHO VOC)","Delta - AY.7 (WHO VOC)","Delta - AY.8 (WHO VOC)","Delta - AY.9 (WHO VOC)","Epsilon (WHO AFM)","Eta (WHO AFM)","Gamma (WHO VOC)","Gamma - P.1.1 (WHO VOC)","Gamma - P.1.2 (WHO VOC)","Gamma - P.1.3 (WHO VOC)","Gamma - P.1.4 (WHO VOC)","Gamma - P.1.7 (WHO VOC)","Gamma - P.1.8 (WHO VOC)","Gamma - P.1.9 (WHO VOC)","Iota (WHO AFM)","Kappa (WHO AFM)","L (Lineage)","Lambda (WHO VOI)","Mu - 21H (WHO VOI)","N (Lineage)","Other","P (Lineage)","P.6 (UY-GTI)","P.7","R.1 (WHO AFM)","R.2","S (Lineage)","Theta - P.3 (PHE VUI)","W (Lineage)","XA (Lineage)","Zeta - P.2 (CDC VBM)"
"USA","2021-03-07","0,16870748299319727","0,024489795918367346","0,00272108843537415","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0054421768707483","0,0","0,027210884353741496","20,41360544217687","0,0163265306122449","0,0","0,47891156462585033","0,04897959183673469","0,0","0,0","0,6857142857142857","44,710204081632654","0,0","0,0326530612244898","0,14693877551020407","4,536054421768707","0,00272108843537415","0,0054421768707483","0,04081632653061225","0,024489795918367346","0,0108843537414966","0,00272108843537415","0,0","0,00272108843537415","0,00272108843537415","0,0163265306122449","0,0","0,2802721088435374","0,0","0,41088435374149657","0,05442176870748299","0,0","0,04625850340136055","0,00816326530612245","0,0","0,0","0,00272108843537415","0,0","0,0","0,0","0,00272108843537415","0,0","0,0","0,0","0,0","0,0","19,025850340136056","0,28843537414965986","0,27482993197278915","0,0761904761904762","0,0","0,0","0,0","0,0","0,0","0,0","5,322448979591837","0,0054421768707483","0,0054421768707483","0,04897959183673469","0,0054421768707483","0,0217687074829932","1,161904761904762","0,0","0,00272108843537415","0,0","0,8707482993197279","0,03537414965986395","0,0","0,00272108843537415","0,0054421768707483","0,0","0,6340136054421769"
"USA","2021-03-21","0,17280882295833172","0,031066754689138287","0,0","0,0","0,0","0,001941672168071143","0,0","0,0","0,0","0,001941672168071143","0,0","0,0","0,07766688672284572","34,398664129548365","0,042716787697565144","0,003883344336142286","0,584443322589414","0,17863383946254513","0,0","0,0","1,2756786144227408","29,130907537571353","0,001941672168071143","0,007766688672284572","0,25047570968117744","4,755155139606229","0,0","0,001941672168071143","0,011650033008426857","0,04465845986563628","0,0058250165042134285","0,011650033008426857","0,0","0,007766688672284572","0,0","0,011650033008426857","0,0","0,5242514853792086","0,0","0,5883266669255564","0,015533377344569143","0,0","0,025241738184924856","0,001941672168071143","0,007766688672284572","0,001941672168071143","0,009708360840355715","0,0","0,0","0,0","0,001941672168071143","0,0","0,0","0,0","0,0","0,0","15,232418158518115","0,3863927614461574","0,7553104733796746","0,3728010562696594","0,001941672168071143","0,0","0,0","0,001941672168071143","0,0","0,0","8,10259795736088","0,04465845986563628","0,003883344336142286","0,108733641411984","0,025241738184924856","0,011650033008426857","1,4018873053473653","0,0","0,0","0,001941672168071143","0,9028775581530815","0,021358393848782572","0,0","0,001941672168071143","0,011650033008426857","0,0","0,42328453263950916"
"USA","2021-04-04","0,15895390336802326","0,0164952163872477","0,0014995651261134272","0,0014995651261134272","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,2159373781603335","48,39096661968029","0,06897999580121765","0,0044986953783402815","0,9537234202081397","0,23393215967369463","0,0","0,0","1,9614311849563626","15,372042107788742","0,0","0,0","0,28491737396155115","4,071319317397955","0,0","0,0","0,007497825630567136","0,03748912815283568","0,007497825630567136","0,0029991302522268544","0,0","0,0014995651261134272","0,0029991302522268544","0,0044986953783402815","0,005998260504453709","0,6613082206160213","0,0","0,7542812584350539","0,023993042017814836","0,0","0,04198782353117596","0,008997390756680563","0,023993042017814836","0,0","0,04048825840506253","0,0","0,0044986953783402815","0,0029991302522268544","0,0044986953783402815","0,0","0,0","0,0","0,0","0,0","9,963110697897609","0,37789041178058363","2,228353777404553","0,7737756050745284","0,0","0,0","0,0","0,0029991302522268544","0,0","0,0","11,369702786192004","0,06298173529676393","0,0","0,1379599916024353","0,04948564916174309","0,007497825630567136","0,5473412710314008","0,0","0,0014995651261134272","0,0014995651261134272","0,8397564706235192","0,005998260504453709","0,0","0,0029991302522268544","0,0014995651261134272","0,0","0,2519269411870557"
"USA","2021-04-18","0,12536041118214866","0,015043249341857842","0,0025072082236429734","0,0037608123354644606","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,20308386611508086","57,3686849692867","0,07396264259746771","0,010028832894571894","1,421587062805566","0,188040616773223","0,0012536041118214867","0,0012536041118214867","1,5131001629685346","9,585057038987088","0,0","0,03384731101918014","0,3472483389745519","2,8080732104801305","0,0","0,0","0,0012536041118214867","0,046383352137395015","0,0012536041118214867","0,0025072082236429734","0,0","0,0","0,0025072082236429734","0,006268020559107433","0,010028832894571894","0,42998621035476997","0,0","0,8461827754795035","0,010028832894571894","0,0","0,038861727466466094","0,012536041118214866","0,0940203083866115","0,0","0,22439513601604616","0,02757929046007271","0,01128243700639338","0,01128243700639338","0,018804061677322303","0,0","0,0","0,0012536041118214867","0,0","0,0012536041118214867","6,0035100915131","0,35351635953365923","4,133132756675442","1,282437006393381","0,0","0,0025072082236429734","0,0","0,006268020559107433","0,0","0,0","11,048013037482763","0,15544690986586437","0,0","0,19180142910868747","0,1027955371693619","0,0025072082236429734","0,7120471355146045","0,0","0,0","0,0","0,4124357527892692","0,0037608123354644606","0,0","0,005014416447285947","0,0012536041118214867","0,0","0,08399147549203961"
"USA","2021-05-02","0,18564356435643564","0,025658053610239075","0,0","0,0","0,0","0,0","0,0030185945423810675","0,0","0,0","0,0","0,0","0,0","0,20224583433953153","60,88354262255494","0,07546486355952668","0,010565080898333737","2,2699830958705625","0,18111567254286406","0,0","0,006037189084762135","1,61192948563149","6,115672542864043","0,0","0,018111567254286403","0,41656604684858733","1,9590678580053127","0,007546486355952668","0,0","0,0030185945423810675","0,02716735088142961","0,0","0,0030185945423810675","0,0015092972711905337","0,0","0,006037189084762135","0,0015092972711905337","0,010565080898333737","0,2701642115431055","0,0015092972711905337","0,8089833373581261","0,0015092972711905337","0,0","0,010565080898333737","0,021130161796667473","0,09055783627143203","0,0","0,7591765274088385","0,07999275537309829","0,12225307896643323","0,045278918135716016","0,17658778072929246","0,0030185945423810675","0,0","0,006037189084762135","0,0","0,0","3,6706109635353776","0,3395918860178701","5,9949287611688","1,7039966191741127","0,0030185945423810675","0,006037189084762135","0,0","0,010565080898333737","0,0","0,004527891813571601","9,977964259840618","0,14187394349191015","0,0","0,2671456170007245","0,3184617242212026","0,0","0,8421878773243179","0,0015092972711905337","0,0","0,0","0,2671456170007245","0,0","0,0","0,0015092972711905337","0,0","0,0","0,02716735088142961"
"USA","2021-05-16","0,2390533487389936","0,003984222478983226","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,14542412048288775","62,484561137893934","0,1055818956930555","0,00597633371847484","2,4224072672218018","0,12948723056695485","0,0","0,007968444957966453","0,7689549384437627","5,629706362803299","0,0","0,00597633371847484","0,5219331447468026","1,4861149846607433","0,003984222478983226","0,0","0,0","0,01792900115542452","0,0","0,0","0,0","0,0","0,0","0,0","0,003984222478983226","0,1792900115542452","0,013944778676441293","0,7510259372883382","0,009960556197458066","0,0","0,0","0,00597633371847484","0,10159767321407226","0,0","1,452249093589386","0,23307701502051875","0,27690346228933427","0,0916371170166142","0,2948324634447587","0,003984222478983226","0,0","0,0458185585083071","0,0","0,0","2,2949121478943386","0,2231164588230607","7,328977250089645","2,1295669150165346","0,0","0,007968444957966453","0,0","0,013944778676441293","0,0","0,001992111239491613","8,550141439898004","0,06175544842424001","0,0","0,298816685923742","0,5936491493685008","0,003984222478983226","0,9123869476871589","0,0","0,0","0,0","0,1175345631300052","0,0","0,0","0,007968444957966453","0,0","0,0","0,009960556197458066"
"USA","2021-05-30","0,2416077900208661","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,1244646191016583","59,24149796829813","0,06955375773327964","0,0036607240912252446","2,1781308342790204","0,09517882637185636","0,0","0,021964344547351466","0,15375041183146027","5,864479994142841","0,0","0,0036607240912252446","0,4978584764066332","1,003038400995717","0,014642896364900978","0,0","0,0","0,014642896364900978","0,0","0,0036607240912252446","0,0","0,0","0,0","0,0036607240912252446","0,014642896364900978","0,05491086136837867","0,02562506863857671","0,6955375773327964","0,0036607240912252446","0,0","0,0","0,0","0,14642896364900979","0,0","3,642420470769118","0,5125013727715342","1,017681297360618","0,35142951275762346","0,9188417468975363","0,007321448182450489","0,0","0,15375041183146027","0,0","0,02562506863857671","1,226342570560457","0,13544679137533405","8,785737818940586","2,5039352783980675","0,007321448182450489","0,014642896364900978","0,0","0,029285792729801956","0,0","0,0036607240912252446","7,26653732108211","0,018303620456126223","0,0","0,38071530548742544","1,317860672841088","0,0","1,109199399641249","0,007321448182450489","0,0","0,0","0,07687520591573013","0,0","0,0","0,007321448182450489","0,0","0,0","0,0036607240912252446"
"USA","2021-06-13","0,44273139226001357","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,09375488306682639","45,46590968279598","0,10938069691129747","0,010417209229647378","2,1199020782332414","0,03646023230376582","0,015625813844471065","0,010417209229647378","0,03125162768894213","5,166935777905099","0,0","0,010417209229647378","0,46877441533413194","0,6041981353195479","0,020834418459294755","0,005208604614823689","0,0","0,005208604614823689","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,020834418459294755","0,05729465076306058","0,26043023074118443","0,010417209229647378","0,0","0,0","0,0","0,20834418459294754","0,0","11,99020782332413","1,8594718474920569","4,276264388770248","2,5365904474191363","2,5209646335746654","0,07812906922235534","0,0","0,3593937184228345","0,0","0,0","0,5625292984009583","0,1354237199854159","8,385853429866138","2,83868951507891","0,010417209229647378","0,010417209229647378","0,0","0,046877441533413194","0,0","0,005208604614823689","5,120058336371686","0,005208604614823689","0,0","0,3541851138080109","2,703265795093494","0,0","1,0104692952757957","0,0","0,0","0,0","0,005208604614823689","0,0","0,0","0,0","0,0","0,0","0,010417209229647378"
"USA","2021-06-27","0,45027597559794713","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,03389174009877021","27,583034763241987","0,02905006294180304","0,0","1,2975694780672025","0,0","0,0","0,0","0,0","3,9266001743003778","0,0","0,004841677156967174","0,2953423065749976","0,1839837319647526","0,0","0,0","0,0","0,004841677156967174","0,0","0,0","0,0","0,004841677156967174","0,0","0,0","0,0","0,004841677156967174","0,05810012588360608","0,08230851166844196","0,0","0,0","0,0","0,0","0,1065168974532778","0,0","26,638907717633387","3,1567735063425975","9,707562699719183","5,471095187372907","4,846518834124141","0,35344243245860363","0,0","0,614892998934831","0,0","0,0","0,19850876343565413","0,02905006294180304","6,880023240050353","1,6219618475840032","0,004841677156967174","0,0","0,0","0,07746683451147478","0,009683354313934347","0,0","2,154546334850392","0,004841677156967174","0,0","0,4018592040282754","3,0841483489880894","0,0","0,6633097705045028","0,0","0,0","0,0","0,004841677156967174","0,0","0,0","0,009683354313934347","0,0","0,0","0,0"
"USA","2021-07-11","0,23831070889894418","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,021116138763197585","9,227752639517345","0,009049773755656108","0,0","0,5188536953242836","0,0","0,0","0,0","0,0030165912518853697","2,087481146304676","0,0","0,0030165912518853697","0,0693815987933635","0,048265460030165915","0,006033182503770739","0,0","0,0","0,0","0,0","0,0","0,0","0,0030165912518853697","0,0","0,0","0,0","0,009049773755656108","0,024132730015082957","0,05128205128205128","0,0","0,0030165912518853697","0,0","0,0","0,09351432880844646","0,0","40,12971342383107","4,853695324283559","15,761689291101055","9,855203619909503","7,885369532428356","0,37104072398190047","0,006033182503770739","0,6425339366515838","0,0","0,0030165912518853697","0,0392156862745098","0,006033182503770739","3,2217194570135748","0,7149321266968326","0,006033182503770739","0,009049773755656108","0,0","0,0784313725490196","0,0","0,0","0,7390648567119155","0,0","0,0","0,2594268476621418","2,419306184012066","0,0","0,5791855203619909","0,0","0,0","0,0","0,0030165912518853697","0,0","0,0","0,0","0,0","0,0","0,0"
"USA","2021-07-25","0,120758031095193","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,004116751060063398","2,5661081607728518","0,00686125176677233","0,0","0,15231978922234574","0,0","0,0","0,0","0,0","0,9509694948746449","0,0","0,0","0,019211504946962523","0,009605752473481262","0,0","0,0013722503533544661","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,004116751060063398","0,019211504946962523","0,019211504946962523","0,0013722503533544661","0,0","0,0","0,0","0,01646700424025359","0,0","44,3977879324304","4,2457425932787185","20,609828057030725","11,636682996445872","10,306972404045394","0,42951436059994785","0,0027445007067089322","0,8109999588324893","0,0","0,07547376943449563","0,009605752473481262","0,0013722503533544661","1,0813332784433192","0,32385108339165397","0,0027445007067089322","0,004116751060063398","0,0027445007067089322","0,04802876236740631","0,0","0,0054890014134178645","0,1605532913424725","0,0","0,0","0,1042910268549394","1,2432588201391461","0,0","0,603790155475965","0,0","0,0","0,0","0,0013722503533544661","0,0","0,0","0,0","0,0","0,0","0,0"
"USA","2021-08-08","0,026819717856568146","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0015325553060896084","0,7195347162090712","0,0015325553060896084","0,0","0,03294993908092658","0,0","0,0","0,0","0,0","0,5540187431513935","0,0","0,0007662776530448042","0,008429054183492846","0,0022988329591344127","0,0007662776530448042","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,009195331836537651","0,0038313882652240214","0,0","0,0","0,0","0,0","0,007662776530448043","0,0","46,13374610156244","4,006865847771281","21,26267231668723","12,846644853296144","10,90796239109279","0,5218350817235118","0,0022988329591344127","0,872790246818032","0,0","0,08505681948797326","0,003065110612179217","0,0","0,3938667136650294","0,13179975632370633","0,00536394357131363","0,0015325553060896084","0,0","0,04291154857050904","0,0","0,0015325553060896084","0,035248772040060994","0,0","0,0","0,04980804744791228","0,5478885219270351","0,0015325553060896084","0,7762392625343867","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"USA","2021-08-22","0,0038489295164782296","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0009622323791195574","0,18474861679095503","0,0","0,0","0,008660091412076016","0,0","0,0","0,0","0,0","0,2877074813567477","0,0","0,0","0,0028866971373586723","0,0009622323791195574","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0009622323791195574","0,0","0,0","0,0","0,0","0,0019244647582391148","0,0019244647582391148","0,0","0,0","0,0","0,0","0,0038489295164782296","0,0","48,215540052922776","3,010825114265095","21,450084195333172","13,990858792398363","10,520086600914121","0,6023574693288429","0,005773394274717345","0,7813326918450806","0,0","0,11354342073610778","0,0009622323791195574","0,0","0,15973057493384651","0,0452249218186192","0,0009622323791195574","0,0009622323791195574","0,0009622323791195574","0,02598027423622805","0,0","0,0","0,015395718065912918","0,0009622323791195574","0,0","0,01828241520327159","0,20206879961510707","0,0","0,33966802982920374","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"USA","2021-09-05","0,006850789798195306","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,05284894987179237","0,0","0,0","0,0019573685137700874","0,0","0,0","0,0","0,0","0,3836442286989371","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0009786842568850437","0,0","0,0","0,0","0,0","0,0019573685137700874","0,0019573685137700874","0,0","0,0","0,0","0,0","0,0","0,0","45,62821742449451","2,705083286030261","21,496799702479986","15,202881246452268","11,883184247098201","0,672356084480025","0,010765526825735481","0,8857092524809645","0,0009786842568850437","0,09786842568850437","0,0009786842568850437","0,0","0,04208342304605688","0,022509737908356007","0,0009786842568850437","0,0","0,0","0,010765526825735481","0,0","0,0","0,0009786842568850437","0,0","0,0","0,005872105541310262","0,10178316271604454","0,0","0,7800113527373799","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"USA","2021-09-19","0,005495260337958511","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,05357878829509548","0,0","0,0","0,0027476301689792555","0,0","0,0","0,0","0,0","0,2637724962220085","0,0","0,0","0,0027476301689792555","0,006869075422448138","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0013738150844896278","0,0","0,0","0,0","0,0","0,0","0,0","0,0","44,94848193433164","2,2777854100838026","20,600357191921965","15,68347300453359","13,61038604203874","0,5976095617529881","0,01648578101387553","0,9795301552411045","0,0","0,09616705591427394","0,010990520675917022","0,0","0,03846682236570957","0,006869075422448138","0,0","0,0","0,0","0,005495260337958511","0,0","0,0013738150844896278","0,005495260337958511","0,0","0,0","0,0013738150844896278","0,07006456930897101","0,0","0,7130100288501168","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
"USA","2021-10-03","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,026756568737625084","0,0","0,0","0,0053513137475250175","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","48,68625247498261","3,9011077219457375","20,20656071065447","14,523465510782895","11,601648204634238","0,46556429603467653","0,0","0,31572751110397607","0,0","0,1605394124257505","0,0","0,0","0,0","0,0053513137475250175","0,0","0,0","0,0","0,0053513137475250175","0,0","0,0","0,0","0,0","0,0","0,0","0,032107882485150105","0,0","0,06421576497030021","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0","0,0"
