"location","date","variant","num_sequences","perc_sequences","num_sequences_total"
"Chile","2021-05-16","B (Lineage)","0,6","0,014755458367201262","19,32"
"Chile","2021-05-16","B.1.1.28","1,0","0,003508771929824561","59,0"
"Chile","2021-05-16","Epsilon (AFM)","0,14285714285714285","0,004578926738340323","4,785714285714286"
"Chile","2021-05-16","Gamma - P.1 (VOC)","7,078947368421052","0,18682007876253992","26,657894736842106"
"Chile","2021-05-16","Lambda (VOI)","14,428571428571429","0,36787786853921256","38,357142857142854"
"Chile","2021-05-16","Other","1,7272727272727273","0,040523720148672754","9,0"
"Chile","2021-05-30","Alpha (VOC)","1,0714285714285714","0,0374745791994995","20,0"
"Chile","2021-05-30","B (Lineage)","0,19047619047619047","0,012366333018263141","4,428571428571429"
"Chile","2021-05-30","Beta (VOC)","0,14285714285714285","0,00501488054228665","1,1428571428571428"
"Chile","2021-05-30","Epsilon (AFM)","0,625","0,0075850826009648455","10,875"
"Chile","2021-05-30","Gamma - P.1 (VOC)","7,138888888888889","0,2428377512898065","19,333333333333332"
"Chile","2021-05-30","Lambda (VOI)","8,285714285714286","0,29916972228392286","27,928571428571427"
"Chile","2021-05-30","Other","0,25","0,04733572870295095","12,5"
"Chile","2021-06-13","Alpha (VOC)","0,8571428571428571","0,027421842069993384","26,071428571428573"
"Chile","2021-06-13","B (Lineage)","0,42857142857142855","0,007587075662000501","14,428571428571429"
"Chile","2021-06-13","C.36.3 (AFM)","1,3333333333333333","0,013441404930766634","22,333333333333332"
"Chile","2021-06-13","Delta (VOC)","1,0","0,022950819672131154","74,0"
"Chile","2021-06-13","Epsilon (AFM)","0,25","0,019525458118054204","11,625"
"Chile","2021-06-13","Gamma - P.1 (VOC)","8,30952380952381","0,2267738903921549","25,0"
"Chile","2021-06-13","Lambda (VOI)","8,285714285714286","0,2651988233027652","33,214285714285715"
"Chile","2021-06-27","Alpha (VOC)","0,5","0,01850144351210925","13,928571428571429"
"Chile","2021-06-27","B (Lineage)","1,0","0,0034746351633078527","30,0"
"Chile","2021-06-27","Beta (VOC)","1,0","0,004310344827586207","34,0"
"Chile","2021-06-27","Delta (VOC)","0,18181818181818182","0,00676045933977189","3,6363636363636362"
"Chile","2021-06-27","Gamma - P.1 (VOC)","8,428571428571429","0,2509433014931978","21,261904761904763"
"Chile","2021-06-27","Lambda (VOI)","7,714285714285714","0,22280079252769822","32,285714285714285"
"Chile","2021-07-11","Alpha (VOC)","1,0","0,012875536480686695","66,0"
"Chile","2021-07-11","Gamma - P.1 (VOC)","10,4","0,4782725321888412","42,2"
"Chile","2021-07-11","Lambda (VOI)","13,0","0,2978809012875536","37,0"
